ID,irods_path,alignment,component,composition,dcterms:created,dcterms:creator,dcterms:publisher,id_product,id_run,irods::access_time,is_paired_read,lane,library_id,library_type,manual_qc,md5,reference,sample,sample_accession_number,sample_common_name,sample_donor_id,sample_id,sample_lims,sample_supplier_name,sample_uuid,seqchksum,study,study_accession_number,study_id,study_title,tag_index,target,total_reads,type,subset,sweep_or_wgs,sample_source,linking_id
49947_1#349,/seq/illumina/runs/49/49947/lane1/plex349/49947_1#349.cram,1,"{""id_run"":49947,""position"":1,""tag_index"":349}","{""components"":[{""id_run"":49947,""position"":1,""tag_index"":349}]}",2024-12-18T19:32:35Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",7ce834e5df8915c70e2a2bb25429d2547ad2474efb68cc4f87b4dbc2d175a3c2,49947,1734715915,1,1,73717757,pWGS-384,1,34c21638cda5a45bb00a97f7bb99d057,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050556,ERS21364944,Escherichia coli,TRACS15050556,9919502,SQSCP,TRACS_2_ES_2868,64c74e2c-92ad-11ef-b117-0242391542d4,56941a477c83a77a41422952790d7f0456941a477c83a77a41422952790d7f04,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,349,1,1319360,cram,target,wgs,environmental,TRACS_2_ES_2868
49937_1#115,/seq/illumina/runs/49/49937/lane1/plex115/49937_1#115.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":115}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":115}]}",2024-12-18T06:18:52Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",bc989ba9771ec6503184f64f19a0e4e402c561466c65f96183d1cbb4fcc61c91,49937,1734620744,1,1,73717887,pWGS-384,1,b34353a39dd97c85030ae2c05f9162c6,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050360,ERS21364738,Klebsiella pneumoniae,TRACS15050360,9919306,SQSCP,TRACS_2_ES_1144,609ba9e2-92ad-11ef-b117-0242391542d4,3cf4b34e69c7a8fb56dc1b357e41b64d3cf4b34e69c7a8fb56dc1b357e41b64d,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,115,1,2505732,cram,target,wgs,environmental,TRACS_2_ES_1144
49989_1#255,/seq/illumina/runs/49/49989/lane1/plex255/49989_1#255.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":255}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":255}]}",2025-01-09T17:45:24Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",096576f6c01bebd315924574d809840a26af888dbbc4f2f6a51d2aedc8f6aac0,49989,1736531324,1,1,73716647,pWGS-384,1,00f7ea1491be92bbfbbf816b1e979787,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051465,ERS21365843,Escherichia coli,TRACS15051465,9920411,SQSCP,"TRACS_WH_80_M,23.1323999.NA",75f66016-92ad-11ef-b117-0242391542d4,505349573a56c2f5360b85ce04988240505349573a56c2f5360b85ce04988240,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,255,1,1467156,cram,target,wgs,blood,"M,23.1323999.NA"
49989_1#68,/seq/illumina/runs/49/49989/lane1/plex68/49989_1#68.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":68}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":68}]}",2025-01-09T17:10:09Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",93a1db5a47fd455cbe544ee7405a7fe7f1d1e30bc51be94a8671f138c8dc523e,49989,1736530958,1,1,73716372,pWGS-384,1,a3a9b34f470a04c6b1b4b800816be43a,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051297,ERS21365675,Escherichia coli,TRACS15051297,9920243,SQSCP,TRACS_LCL_544_222251,72d92972-92ad-11ef-b117-0242391542d4,064d662749f120640e2ab60719b4b768064d662749f120640e2ab60719b4b768,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,68,1,1926178,cram,target,wgs,blood,222251
49873_3#10,/seq/illumina/runs/49/49873/lane3/plex10/49873_3#10.cram,0,"{""id_run"":49873,""position"":3,""tag_index"":10}","{""components"":[{""id_run"":49873,""position"":3,""tag_index"":10}]}",2024-11-30T16:37:56Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",27df7f26ce5377d930cd779bdcff3cb2d9a2e3cddb5f87050d7200804354bb3c,49873,1733223702,1,3,73056544,Standard,1,9817194aa2c3f60bbad73b424d6f71e2,NA,TRACS15052113,ERS21364262,metagenome,TRACS15052113,9918953,SQSCP,TRACS_Sweep_2_PS_284,f4742322-92aa-11ef-b505-02423c45b5b8,1ba613e856fb6b6b69240fcc0e76af701ba613e856fb6b6b69240fcc0e76af70,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,10,1,24031668,cram,target,sweep,stool,TRACS_2_PS_284
49937_1#51,/seq/illumina/runs/49/49937/lane1/plex51/49937_1#51.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":51}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":51}]}",2024-12-18T06:07:56Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",78dfff30172122f198172fed77f32197af77841a020519a3f0fabc2e6dcd4d89,49937,1734620620,1,1,73717883,pWGS-384,1,7355dbdcf0cc56bd5bdff5455a0fdf44,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15051874,ERS21366252,Klebsiella pneumoniae,TRACS15051874,9920820,SQSCP,TRACS_CA_LIV95,7dbcc93e-92ad-11ef-b117-0242391542d4,7fcb95d477588d6f2b1c83c32816e6c87fcb95d477588d6f2b1c83c32816e6c8,Companion animal,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,51,1,2178170,cram,target,wgs,NA,TRACS_CA_LIV95
49989_2#207,/seq/illumina/runs/49/49989/lane2/plex207/49989_2#207.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":207}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":207}]}",2025-01-09T18:51:08Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",eebd118ff0a1b637b84e3157663cd0a32fc027e27e3ea477c61d2050564f5760,49989,1736531996,1,2,73716260,pWGS-384,1,36deaaec754959da6b8f109c69b82b3c,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050725,ERS21365103,Escherichia coli,TRACS15050725,9919671,SQSCP,TRACS_2_PS_635,67c6b5fe-92ad-11ef-b117-0242391542d4,04a9f3620cde5d9f6577737403946ba504a9f3620cde5d9f6577737403946ba5,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,207,1,2204630,cram,target,wgs,stool,TRACS_2_PS_635
49937_1#17,/seq/illumina/runs/49/49937/lane1/plex17/49937_1#17.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":17}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":17}]}",2024-12-18T06:01:42Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",815df71ec7c8a14b6548171aa013ac41acfaba99a60fd36a5911a3ce613686c1,49937,1734620552,1,1,73717833,pWGS-384,1,55d461a0a5ef9ce113bf6aa12ddb8ce5,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15051849,ERS21366146,Klebsiella pneumoniae,TRACS15051849,9920795,SQSCP,TRACS_CA_LIV80,7cea46bc-92ad-11ef-b117-0242391542d4,7031b48c1fc818900a7ebee06b42b3987031b48c1fc818900a7ebee06b42b398,Companion animal,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,17,1,2065786,cram,target,wgs,NA,TRACS_CA_LIV80
49990_2#207,/seq/illumina/runs/49/49990/lane2/plex207/49990_2#207.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":207}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":207}]}",2025-01-09T16:33:33Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",43fa3fca5140c55d560ef8c9f61a389d0394007636e2ba01eff0534599bf7838,49990,1736856890,1,2,73716694,pWGS-384,1,15eed28e4f984f544ddde762e5f17529,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051671,ERS21366039,Escherichia coli,TRACS15051671,9920617,SQSCP,"TRACS_WH_154_M,23.1320578.SA",79aa0b90-92ad-11ef-b117-0242391542d4,1d1805981bf7c84f4de9f4a253f695251d1805981bf7c84f4de9f4a253f69525,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,207,1,2981674,cram,target,wgs,blood,"M,23.1320578.SA"
49989_2#185,/seq/illumina/runs/49/49989/lane2/plex185/49989_2#185.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":185}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":185}]}",2025-01-09T18:46:54Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",5b608d953a7eebf808fdc5f71a105a096802b2d0937d2b40e97842b29beb11c2,49989,1736531951,1,2,73716115,pWGS-384,1,2508c6c6f05ac37102f766f8f7fac861,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050925,ERS21365303,Escherichia coli,TRACS15050925,9919871,SQSCP,TRACS_LCL_267_221560,6b6ff01c-92ad-11ef-b117-0242391542d4,737a1a36225b203c45b6d5e90fb6b27e737a1a36225b203c45b6d5e90fb6b27e,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,185,1,1998506,cram,target,wgs,blood,221560
49989_1#200,/seq/illumina/runs/49/49989/lane1/plex200/49989_1#200.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":200}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":200}]}",2025-01-09T17:35:30Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",ad702e5ceb73bff9b228252081e51094d16fe1257e5ea3b0dfb61b1a4d785845,49989,1736531217,1,1,73716476,pWGS-384,1,268967706856eaffedd818ab215ae453,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15051335,ERS21365691,Klebsiella pneumoniae,TRACS15051335,9920281,SQSCP,TRACS_LCL_609_226441,7389cf2a-92ad-11ef-b117-0242391542d4,4d1616c75828dfdb180df58602aa72994d1616c75828dfdb180df58602aa7299,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,200,1,2556400,cram,target,wgs,blood,226441
49990_1#30,/seq/illumina/runs/49/49990/lane1/plex30/49990_1#30.cram,1,"{""id_run"":49990,""position"":1,""tag_index"":30}","{""components"":[{""id_run"":49990,""position"":1,""tag_index"":30}]}",2025-01-09T14:51:14Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",c00bcc4cfdc17091e2e53061a2f87bc33ad3bc7d2d3df0b574e134b035cb5f77,49990,1736855497,1,1,73717761,pWGS-384,1,28c3fbd378366dcf0d6c639ff1ae76bf,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050598,ERS21364976,Escherichia coli,TRACS15050598,9919544,SQSCP,TRACS_2_PS_020,6583e9ce-92ad-11ef-b117-0242391542d4,767b7f952093619b0dbf91ad76f34ef7767b7f952093619b0dbf91ad76f34ef7,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,30,1,3000336,cram,target,wgs,stool,TRACS_2_PS_020
49989_2#102,/seq/illumina/runs/49/49989/lane2/plex102/49989_2#102.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":102}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":102}]}",2025-01-09T18:31:24Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",6fb02d00d2f2290280f36e32a28136c6faf861bf6beea2558b1544390d0a54b5,49989,1736531786,1,2,73716038,pWGS-384,1,fe9f341f30f958373821d65f5cda7162,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050802,ERS21365204,Escherichia coli,TRACS15050802,9919748,SQSCP,TRACS_LCL_141_217350,69232572-92ad-11ef-b117-0242391542d4,620bb9f068843fb51b476e852d6cf07a620bb9f068843fb51b476e852d6cf07a,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,102,1,1649522,cram,target,wgs,blood,217350
49915_3#4,/seq/illumina/runs/49/49915/lane3/plex4/49915_3#4.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":4}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":4}]}",2024-12-12T01:53:11Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",186577326854cbffbce47fe447e9a1af9f0b44228134af738e0bdf48a8ad6b81,49915,1734006409,1,3,72260371,Standard,1,d436a39b954861ec8512f8dd4a30a8fc,NA,TRACS15052358,ERS21364517,metagenome,TRACS15052358,9919198,SQSCP,TRACS_Sweep_2_ES_1003,f72cb48a-92aa-11ef-b505-02423c45b5b8,0bbc97a87d48ef2779381dfb7bd30c890bbc97a87d48ef2779381dfb7bd30c89,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,4,1,26630892,cram,target,sweep,environmental,TRACS_2_ES_1003
49989_2#81,/seq/illumina/runs/49/49989/lane2/plex81/49989_2#81.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":81}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":81}]}",2025-01-09T18:27:25Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",25d132e4c5e9f4dd38b05005765ea37bb9714cc8a786cf90954c8b83682c3703,49989,1736531747,1,2,73715917,pWGS-384,1,fe344ae1f8cbc05254c2476e4df54e79,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050894,ERS21365272,Klebsiella pneumoniae,TRACS15050894,9919840,SQSCP,TRACS_LCL_190_220115,6ac64dbe-92ad-11ef-b117-0242391542d4,470765c61ae224124dcd0ab73cee6afe470765c61ae224124dcd0ab73cee6afe,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,81,1,834188,cram,target,wgs,blood,220115
49947_1#145,/seq/illumina/runs/49/49947/lane1/plex145/49947_1#145.cram,1,"{""id_run"":49947,""position"":1,""tag_index"":145}","{""components"":[{""id_run"":49947,""position"":1,""tag_index"":145}]}",2024-12-18T18:56:40Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",2f4f1ccae2adf51a29f9dde5082c77a6f38fc574646837ce8be613fa9dde8396,49947,1734715446,1,1,73717457,pWGS-384,1,1e92d329ea219939394e0e7764414e44,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050408,ERS21364786,Klebsiella pneumoniae,TRACS15050408,9919354,SQSCP,TRACS_2_ES_1555,61827e12-92ad-11ef-b117-0242391542d4,7c38eb575aab0aa013b8dcbc19beebd67c38eb575aab0aa013b8dcbc19beebd6,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,145,1,1662478,cram,target,wgs,environmental,TRACS_2_ES_1555
49989_2#63,/seq/illumina/runs/49/49989/lane2/plex63/49989_2#63.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":63}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":63}]}",2025-01-09T18:23:54Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",aa446e7f476f056871fc6abaafb643fac7989a20ce57dccfa8aaebb7568fda21,49989,1736531710,1,2,73716251,pWGS-384,1,27c57d3c67a3182a2f03715fa0d99d14,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050893,ERS21365271,Escherichia coli,TRACS15050893,9919839,SQSCP,TRACS_LCL_177_217916,6ac127ee-92ad-11ef-b117-0242391542d4,27869e641967d1601a034a943965d17f27869e641967d1601a034a943965d17f,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,63,1,2795872,cram,target,wgs,blood,217916
49915_3#35,/seq/illumina/runs/49/49915/lane3/plex35/49915_3#35.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":35}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":35}]}",2024-12-12T02:00:23Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",687ab76e555c14cbc65e79e5aa2be97bb30c4b99724cfef1ba8a1a7f948fd0a3,49915,1734006469,1,3,72242997,Standard,1,19d121fc06e5936aaa0ee124eca9a2bc,NA,TRACS15052273,ERS21364423,metagenome,TRACS15052273,9919113,SQSCP,TRACS_Sweep_2_PS_382,f63d3e00-92aa-11ef-b505-02423c45b5b8,40a3f6ac693c72ca42af81f42f7118b540a3f6ac693c72ca42af81f42f7118b5,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,35,1,18925708,cram,target,sweep,stool,TRACS_2_PS_382
49937_1#301,/seq/illumina/runs/49/49937/lane1/plex301/49937_1#301.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":301}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":301}]}",2024-12-18T06:50:13Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",485c94f415e4307b5d1f8cf557cf73b576d8f269e11a44c79218602f4a074f1a,49937,1734621106,1,1,73718138,pWGS-384,1,f2625469c40f9165b03f9bf5b49ef353,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051223,ERS21365601,Escherichia coli,TRACS15051223,9920169,SQSCP,TRACS_LCL_350_220966,7162c544-92ad-11ef-b117-0242391542d4,68d3639a6f070025032e3ce10f2c494e68d3639a6f070025032e3ce10f2c494e,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,301,1,2498132,cram,target,wgs,blood,220966
49990_2#220,/seq/illumina/runs/49/49990/lane2/plex220/49990_2#220.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":220}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":220}]}",2025-01-09T16:36:11Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",79d2d746971acc05ef5fec3fa0def54c7352e8000f8924df0dfdfcdbc31dfc62,49990,1736856920,1,2,73717006,pWGS-384,1,baf617e9340ad3cd755743b80a47622b,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15051786,ERS21366180,Klebsiella pneumoniae,TRACS15051786,9920732,SQSCP,TRACS_LCL_509_227924,7bbd3fa6-92ad-11ef-b117-0242391542d4,75a43ec4482a411d566739c0724c4dfa75a43ec4482a411d566739c0724c4dfa,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,220,1,1551998,cram,target,wgs,blood,227924
49873_3#184,/seq/illumina/runs/49/49873/lane3/plex184/49873_3#184.cram,0,"{""id_run"":49873,""position"":3,""tag_index"":184}","{""components"":[{""id_run"":49873,""position"":3,""tag_index"":184}]}",2024-11-30T17:14:52Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",0dd60d81da5e2312c4d725ba73a2e1f55f2895aa120bc6a6b3a58c83dcf2b085,49873,1733224034,1,3,73056543,Standard,1,7b856f426d2c8e3d9b759e39bec43497,NA,TRACS15052103,ERS21364253,metagenome,TRACS15052103,9918943,SQSCP,TRACS_Sweep_2_PS_162,f4590060-92aa-11ef-b505-02423c45b5b8,7ea40b786388495d520fb7f97938f1847ea40b786388495d520fb7f97938f184,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,184,1,23258962,cram,target,sweep,stool,TRACS_2_PS_162
49947_1#60,/seq/illumina/runs/49/49947/lane1/plex60/49947_1#60.cram,1,"{""id_run"":49947,""position"":1,""tag_index"":60}","{""components"":[{""id_run"":49947,""position"":1,""tag_index"":60}]}",2024-12-18T18:41:04Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",8da669a1a77ba838b58734011faa01afe7b01d4d106e6ab5178cc2713b51883e,49947,1734715247,1,1,73717715,pWGS-384,1,8cb67cae893ef5625c421825df845bb0,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050617,ERS21364995,Escherichia coli,TRACS15050617,9919563,SQSCP,TRACS_2_PS_387,65cd0d66-92ad-11ef-b117-0242391542d4,3a455098444ac64e3e424ec50000b93a3a455098444ac64e3e424ec50000b93a,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,60,1,1665756,cram,target,wgs,stool,TRACS_2_PS_387
49915_3#135,/seq/illumina/runs/49/49915/lane3/plex135/49915_3#135.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":135}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":135}]}",2024-12-12T02:20:54Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",0ec153887b6487cd6f38d165ac9b136a62823a8ae6c17ab982645d0cf645f2fa,49915,1734006654,1,3,72243027,Standard,1,2eb88d121c323e2d6fb371e6c417d33d,NA,TRACS15052326,ERS21364485,metagenome,TRACS15052326,9919166,SQSCP,TRACS_Sweep_2_PS_159,f6cb524e-92aa-11ef-b505-02423c45b5b8,1217501d19b04c067443839b59a8cc4a1217501d19b04c067443839b59a8cc4a,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,135,1,30744694,cram,target,sweep,stool,TRACS_2_PS_159
49989_1#266,/seq/illumina/runs/49/49989/lane1/plex266/49989_1#266.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":266}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":266}]}",2025-01-09T17:47:24Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",867ad746f2f4a4133e329bbc206c9560d42ef494424ae111185c136b815085f1,49989,1736531345,1,1,73716528,pWGS-384,1,a337c5b6418eb75cd587b24a39df7b02,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051355,ERS21365711,Escherichia coli,TRACS15051355,9920301,SQSCP,TRACS_LCL_564_222595,73edf3a6-92ad-11ef-b117-0242391542d4,348fbf87305c48da4036fdea26d1b154348fbf87305c48da4036fdea26d1b154,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,266,1,2900306,cram,target,wgs,blood,222595
49990_1#64,/seq/illumina/runs/49/49990/lane1/plex64/49990_1#64.cram,1,"{""id_run"":49990,""position"":1,""tag_index"":64}","{""components"":[{""id_run"":49990,""position"":1,""tag_index"":64}]}",2025-01-09T14:59:08Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",052e54cd4950f243328a83e37071cfc2354e230af6abe3688dfd71e147af41d3,49990,1736855561,1,1,73717811,pWGS-384,1,b02cec4a53b0960d4966ce08e5bef943,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050622,ERS21365000,Escherichia coli,TRACS15050622,9919568,SQSCP,TRACS_2_PS_027,65e0d350-92ad-11ef-b117-0242391542d4,3b0a02b938b795531c89ebb71a9b70583b0a02b938b795531c89ebb71a9b7058,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,64,1,3892220,cram,target,wgs,stool,TRACS_2_PS_027
49947_1#306,/seq/illumina/runs/49/49947/lane1/plex306/49947_1#306.cram,1,"{""id_run"":49947,""position"":1,""tag_index"":306}","{""components"":[{""id_run"":49947,""position"":1,""tag_index"":306}]}",2024-12-18T19:25:09Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",625f78890375d6a2274ac5d041ac0460964552fb23073e4aacf8824b65018cb6,49947,1734715812,1,1,73717491,pWGS-384,1,75b44ac58dc6136d20c9f11068f751b1,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050793,ERS21365195,Escherichia coli,TRACS15050793,9919739,SQSCP,TRACS_LCL_128_217073,68fb6fdc-92ad-11ef-b117-0242391542d4,18b14bad45b2ed9f05bcbcd17dfea04518b14bad45b2ed9f05bcbcd17dfea045,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,306,1,1284834,cram,target,wgs,blood,217073
